#	Pokémon		Item	Moves				Nature	EVs
									HP	Attack	Defense	Sp. Atk	Sp. Def	Speed
467		Magmortar	Passho Berry	{MoveID:211s,MovePP:15b}	{MoveID:68s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:201s,MovePP:15b}	Jolly	-	252	-	-	-	252
612		Haxorus	Choice Band	{MoveID:296s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:55s,MovePP:15b}	{MoveID:187s,MovePP:10b}	Jolly	-	252	-	-	-	252
468		Togekiss	King's Rock	{MoveID:36s,MovePP:20b}	{MoveID:123s,MovePP:20b}	{MoveID:209s,MovePP:15b}	{MoveID:227s,MovePP:15b}	Timid	-	-	-	252	-	252
637		Volcarona	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:494s,MovePP:20b}	{MoveID:436s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Bold	252	-	252	-	-	-
59		Arcanine	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:19s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:437s,MovePP:10b}	Timid	-	-	-	252	-	252
567		Archeops	Choice Band	{MoveID:203s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:478s,MovePP:5b}	{MoveID:254s,MovePP:20b}	Jolly	-	252	-	-	-	252
149		Dragonite	Choice Band	{MoveID:296s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:59s,MovePP:5b}	{MoveID:342s,MovePP:5b}	Adamant	-	252	-	-	252	-
248		Tyranitar	Chople Berry	{MoveID:286s,MovePP:5b}	{MoveID:260s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:401s,MovePP:20b}	Jolly	-	252	-	-	-	252
373		Salamence	Yache Berry	{MoveID:456s,MovePP:5b}	{MoveID:438s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:201s,MovePP:15b}	Jolly	-	252	-	-	-	252
376		Metagross	Occa Berry	{MoveID:58s,MovePP:10b}	{MoveID:370s,MovePP:10b}	{MoveID:446s,MovePP:30b}	{MoveID:184s,MovePP:5b}	Adamant	170	170	-	-	170	-
445		Garchomp	Choice Scarf	{MoveID:296s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:48s,MovePP:15b}	{MoveID:260s,MovePP:15b}	Adamant	-	252	-	-	-	252
635		Hydreigon	White Herb	{MoveID:456s,MovePP:5b}	{MoveID:225s,MovePP:5b}	{MoveID:266s,MovePP:10b}	{MoveID:51s,MovePP:15b}	Timid	-	-	-	252	-	252
289		Slaking	Choice Band	{MoveID:59s,MovePP:5b}	{MoveID:208s,MovePP:15b}	{MoveID:409s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Adamant	252	252	-	-	-	-
3		Venusaur	Black Sludge	{MoveID:4s,MovePP:10b}	{MoveID:38s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Bold	252	-	-	-	252	-
6		Charizard	Assault Vest	{MoveID:210s,MovePP:10b}	{MoveID:209s,MovePP:15b}	{MoveID:437s,MovePP:10b}	{MoveID:442s,MovePP:5b}	Modest	-	-	-	252	-	252
9		Blastoise	Custap Berry	{MoveID:346s,MovePP:10b}	{MoveID:159s,MovePP:15b}	{MoveID:331s,MovePP:20b}	{MoveID:187s,MovePP:10b}	Adamant	252	252	-	-	-	-
154		Meganium	Leftovers	{MoveID:4s,MovePP:10b}	{MoveID:341s,MovePP:20b}	{MoveID:16s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Bold	-	-	252	-	252	-
157		Typhlosion	Power Herb	{MoveID:383s,MovePP:20b}	{MoveID:458s,MovePP:15b}	{MoveID:60s,MovePP:20b}	{MoveID:24s,MovePP:10b}	Modest	-	-	-	252	-	252
160		Feraligatr	Liechi Berry	{MoveID:401s,MovePP:20b}	{MoveID:159s,MovePP:15b}	{MoveID:260s,MovePP:15b}	{MoveID:38s,MovePP:10b}	Adamant	-	252	-	-	-	252
254		Sceptile	Leftovers	{MoveID:4s,MovePP:10b}	{MoveID:262s,MovePP:5b}	{MoveID:33s,MovePP:10b}	{MoveID:16s,MovePP:10b}	Calm	-	-	252	-	252	-
257		Blaziken	Shuca Berry	{MoveID:204s,MovePP:20b}	{MoveID:211s,MovePP:15b}	{MoveID:68s,MovePP:15b}	{MoveID:113s,MovePP:20b}	Hardy	-	252	-	-	-	252
260		Swampert	Chesto Berry	{MoveID:232s,MovePP:10b}	{MoveID:29s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:159s,MovePP:15b}	Careful	252	-	-	-	252	-
389		Torterra	Leftovers	{MoveID:326s,MovePP:20b}	{MoveID:4s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Hardy	252	-	-	-	252	-
392		Infernape	Focus Sash	{MoveID:324s,MovePP:10b}	{MoveID:311s,MovePP:5b}	{MoveID:211s,MovePP:15b}	{MoveID:415s,MovePP:5b}	Jolly	-	252	-	-	-	252
395		Empoleon	Petaya Berry	{MoveID:104s,MovePP:15b}	{MoveID:38s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:322s,MovePP:15b}	Calm	252	-	-	252	-	-
497		Serperior	Choice Specs	{MoveID:459s,MovePP:5b}	-	-	-	Modest	-	-	-	252	-	252
500		Emboar	Salac Berry	{MoveID:38s,MovePP:10b}	{MoveID:51s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:217s,MovePP:15b}	Timid	-	-	-	252	-	252
503		Samurott	Salac Berry	{MoveID:103s,MovePP:5b}	{MoveID:105s,MovePP:10b}	{MoveID:36s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Modest	-	-	170	170	170	-
51		Dugtrio	Bright Powder	{MoveID:16s,MovePP:10b}	{MoveID:127s,MovePP:10b}	{MoveID:38s,MovePP:10b}	{MoveID:267s,MovePP:10b}	Jolly	-	252	-	-	-	252
105		Marowak	Thick Club	{MoveID:58s,MovePP:10b}	{MoveID:296s,MovePP:10b}	{MoveID:293s,MovePP:5b}	{MoveID:187s,MovePP:10b}	Jolly	-	252	-	-	-	252
308		Medicham	Life Orb	{MoveID:168s,MovePP:10b}	{MoveID:451s,MovePP:20b}	{MoveID:324s,MovePP:10b}	{MoveID:293s,MovePP:5b}	Adamant	-	252	-	-	-	252
195		Quagsire	Leftovers	{MoveID:232s,MovePP:10b}	{MoveID:165s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:159s,MovePP:15b}	Careful	252	-	-	-	252	-
210		Granbull	Life Orb	{MoveID:48s,MovePP:15b}	{MoveID:450s,MovePP:15b}	{MoveID:608s,MovePP:10b}	{MoveID:260s,MovePP:15b}	Adamant	-	252	-	-	-	252
124		Jynx	Wide Lens	{MoveID:174s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:129s,MovePP:10b}	{MoveID:324s,MovePP:10b}	Timid	-	-	-	252	-	252
122		Mr. Mime	Babiri Berry	{MoveID:227s,MovePP:15b}	{MoveID:381s,MovePP:15b}	{MoveID:567s,MovePP:10b}	{MoveID:129s,MovePP:10b}	Modest	-	-	-	252	-	252
171		Lanturn	Chesto Berry	{MoveID:326s,MovePP:20b}	{MoveID:29s,MovePP:10b}	{MoveID:229s,MovePP:10b}	{MoveID:105s,MovePP:10b}	Bold	-	-	252	-	252	-
286		Breloom	{MoveID:16s,MovePP:10b} Orb	{MoveID:21s,MovePP:10b}	{MoveID:4s,MovePP:10b}	{MoveID:38s,MovePP:10b}	{MoveID:331s,MovePP:20b}	Careful	170	-	170	-	170	-
205		Forretress	Custap Berry	{MoveID:427s,MovePP:20b}	{MoveID:285s,MovePP:20b}	{MoveID:246s,MovePP:20b}	{MoveID:184s,MovePP:5b}	Careful	252	-	-	-	252	-
227		Skarmory	Lum Berry	{MoveID:246s,MovePP:20b}	{MoveID:285s,MovePP:20b}	{MoveID:74s,MovePP:20b}	{MoveID:16s,MovePP:10b}	Careful	252	-	-	-	252	-
359		Absol	Bright Powder	{MoveID:38s,MovePP:10b}	{MoveID:37s,MovePP:15b}	{MoveID:426s,MovePP:5b}	{MoveID:207s,MovePP:15b}	Jolly	-	252	-	-	-	252
340		Whiscash	Leftovers	{MoveID:29s,MovePP:10b}	{MoveID:304s,MovePP:10b}	{MoveID:126s,MovePP:5b}	{MoveID:386s,MovePP:10b}	Calm	170	-	170	-	170	-
297		Hariyama	Sitrus Berry	{MoveID:243s,MovePP:10b}	{MoveID:201s,MovePP:15b}	{MoveID:67s,MovePP:15b}	{MoveID:446s,MovePP:30b}	Careful	-	-	252	-	252	-
416		Vespiquen	Custap Berry	{MoveID:472s,MovePP:15b}	{MoveID:254s,MovePP:20b}	{MoveID:203s,MovePP:20b}	{MoveID:270s,MovePP:5b}	Brave	252	252	-	-	-	-
26		Raichu	Lum Berry	{MoveID:311s,MovePP:5b}	{MoveID:430s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:36s,MovePP:20b}	Timid	-	-	-	252	-	252
87		Dewgong	Salac Berry	{MoveID:216s,MovePP:5b}	{MoveID:29s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:326s,MovePP:20b}	Bold	170	-	170	-	170	-
310		Manectric	Choice Scarf	{MoveID:444s,MovePP:10b}	{MoveID:124s,MovePP:10b}	{MoveID:524s,MovePP:20b}	{MoveID:205s,MovePP:5b}	Timid	-	-	-	252	-	252
398		Staraptor	Sitrus Berry	{MoveID:443s,MovePP:15b}	{MoveID:12s,MovePP:15b}	{MoveID:405s,MovePP:10b}	{MoveID:360s,MovePP:15b}	Jolly	-	252	-	-	-	252
423		Gastrodon	Leftovers	{MoveID:165s,MovePP:20b}	{MoveID:232s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:159s,MovePP:15b}	Bold	-	-	252	-	252	-
435		Skuntank	Custap Berry	{MoveID:434s,MovePP:15b}	{MoveID:433s,MovePP:20b}	{MoveID:158s,MovePP:5b}	{MoveID:184s,MovePP:5b}	Brave	-	170	170	-	170	-
539		Sawk	Life Orb	{MoveID:415s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:225s,MovePP:5b}	Adamant	-	252	-	-	-	252
538		Throh	Flame Orb	{MoveID:21s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:492s,MovePP:10b}	{MoveID:268s,MovePP:10b}	Brave	-	252	-	-	252	-
521		Unfezant	Bright Powder	{MoveID:293s,MovePP:5b}	{MoveID:360s,MovePP:15b}	{MoveID:16s,MovePP:10b}	{MoveID:75s,MovePP:15b}	Impish	252	-	-	-	252	-
45		Vileplume	Lum Berry	{MoveID:276s,MovePP:10b}	{MoveID:24s,MovePP:10b}	{MoveID:361s,MovePP:20b}	{MoveID:27s,MovePP:10b}	Modest	-	-	-	252	-	252
71		Victreebel	Life Orb	{MoveID:371s,MovePP:10b}	{MoveID:24s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:421s,MovePP:10b}	Modest	-	-	-	252	-	252
101		Electrode	Damp Rock	{MoveID:216s,MovePP:5b}	{MoveID:124s,MovePP:10b}	{MoveID:225s,MovePP:5b}	{MoveID:20s,MovePP:30b}	Timid	-	-	-	252	-	252
272		Ludicolo	Kee Berry	{MoveID:324s,MovePP:10b}	{MoveID:103s,MovePP:5b}	{MoveID:4s,MovePP:10b}	{MoveID:36s,MovePP:20b}	Modest	-	-	-	252	-	252
275		Shiftry	Focus Sash	{MoveID:324s,MovePP:10b}	{MoveID:259s,MovePP:5b}	{MoveID:113s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Adamant	-	252	252	-	-	-
295		Exploud	Life Orb	{MoveID:292s,MovePP:15b}	{MoveID:366s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:227s,MovePP:15b}	Timid	-	-	-	252	-	252
428		Lopunny	Flame Orb	{MoveID:444s,MovePP:10b}	{MoveID:318s,MovePP:20b}	{MoveID:21s,MovePP:10b}	{MoveID:127s,MovePP:10b}	Jolly	252	-	-	-	-	252
478		Froslass	Focus Sash	{MoveID:106s,MovePP:5b}	{MoveID:292s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:270s,MovePP:5b}	Timid	-	-	-	252	-	252
549		Lilligant	Lum Berry	{MoveID:24s,MovePP:10b}	{MoveID:361s,MovePP:20b}	{MoveID:298s,MovePP:20b}	{MoveID:4s,MovePP:10b}	Bold	127	-	127	127	-	127
555		Darmanitan	Choice Scarf	{MoveID:211s,MovePP:15b}	{MoveID:286s,MovePP:5b}	{MoveID:254s,MovePP:20b}	{MoveID:342s,MovePP:5b}	Impish	-	252	-	-	-	252
424		Ambipom	King's Rock	{MoveID:416s,MovePP:10b}	{MoveID:225s,MovePP:5b}	{MoveID:25s,MovePP:20b}	{MoveID:268s,MovePP:10b}	Jolly	-	252	-	-	-	252
563		Cofagrigus	Leftovers	{MoveID:207s,MovePP:15b}	{MoveID:16s,MovePP:10b}	{MoveID:271s,MovePP:10b}	{MoveID:224s,MovePP:20b}	Bold	252	-	-	-	252	-
623		Golurk	Iron Ball	{MoveID:409s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:382s,MovePP:20b}	{MoveID:416s,MovePP:10b}	Brave	252	252	-	-	-	-
632		Durant	Focus Sash	{MoveID:503s,MovePP:15b}	{MoveID:435s,MovePP:15b}	{MoveID:464s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Jolly	252	-	-	-	-	252
76		Golem	Iron Ball	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	{MoveID:416s,MovePP:10b}	Brave	-	252	-	-	252	-
80		Slowbro	Leftovers	{MoveID:129s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:455s,MovePP:5b}	Quiet	252	-	252	-	-	-
110		Weezing	Chesto Berry	{MoveID:16s,MovePP:10b}	{MoveID:207s,MovePP:15b}	{MoveID:326s,MovePP:20b}	{MoveID:29s,MovePP:10b}	Careful	252	-	-	-	252	-
115		Kangaskhan	Salac Berry	{MoveID:324s,MovePP:10b}	{MoveID:262s,MovePP:5b}	{MoveID:25s,MovePP:20b}	{MoveID:38s,MovePP:10b}	Jolly	-	252	-	-	-	252
128		Tauros	Sitrus Berry	{MoveID:16s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:26s,MovePP:15b}	{MoveID:58s,MovePP:10b}	Careful	252	-	-	-	252	-
442		Spiritomb	Custap Berry	{MoveID:207s,MovePP:15b}	{MoveID:259s,MovePP:5b}	{MoveID:38s,MovePP:10b}	{MoveID:307s,MovePP:20b}	Careful	252	-	-	-	252	-
615		Cryogonal	Focus Sash	{MoveID:220s,MovePP:10b}	{MoveID:292s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:184s,MovePP:5b}	Naive	-	-	-	252	-	252
621		Druddigon	Choice Band	{MoveID:296s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:342s,MovePP:5b}	{MoveID:222s,MovePP:10b}	Adamant	252	252	-	-	-	-
518		Musharna	Chesto Berry	{MoveID:508s,MovePP:20b}	{MoveID:224s,MovePP:20b}	{MoveID:227s,MovePP:15b}	{MoveID:29s,MovePP:10b}	Relaxed	-	-	252	-	252	-
560		Scrafty	Leftovers	{MoveID:392s,MovePP:20b}	{MoveID:268s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:440s,MovePP:10b}	Careful	252	-	-	-	252	-
598		Ferrothorn	Leftovers	{MoveID:232s,MovePP:10b}	{MoveID:39s,MovePP:15b}	{MoveID:218s,MovePP:5b}	{MoveID:341s,MovePP:20b}	Sassy	252	-	-	-	252	-
65		Alakazam	Choice Specs	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:99s,MovePP:20b}	{MoveID:337s,MovePP:10b}	Timid	-	-	-	252	-	252
199		Slowking	Lum Berry	{MoveID:129s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:455s,MovePP:5b}	Quiet	252	-	-	-	252	-
241		Miltank	Salac Berry	{MoveID:38s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:288s,MovePP:15b}	Jolly	-	252	-	-	-	252
334		Altaria	Wide Lens	{MoveID:537s,MovePP:10b}	{MoveID:96s,MovePP:15b}	{MoveID:597s,MovePP:15b}	{MoveID:170s,MovePP:15b}	Calm	252	-	-	-	252	-
454		{MoveID:16s,MovePP:10b}roak	Wide Lens	{MoveID:316s,MovePP:5b}	{MoveID:259s,MovePP:5b}	{MoveID:463s,MovePP:5b}	{MoveID:225s,MovePP:5b}	Adamant	-	252	-	-	-	252
576		Gothitelle	Bright Powder	{MoveID:38s,MovePP:10b}	{MoveID:329s,MovePP:15b}	{MoveID:230s,MovePP:10b}	{MoveID:129s,MovePP:10b}	Modest	252	-	-	252	-	-
579		Reuniclus	{MoveID:16s,MovePP:10b} Orb	{MoveID:337s,MovePP:10b}	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:139s,MovePP:10b}	Relaxed	-	-	252	-	252	-
625		Bisharp	Focus Sash	{MoveID:225s,MovePP:5b}	{MoveID:259s,MovePP:5b}	{MoveID:39s,MovePP:15b}	{MoveID:464s,MovePP:15b}	Adamant	252	252	-	-	-	-
460		Abomasnow	Occa Berry	{MoveID:106s,MovePP:5b}	{MoveID:442s,MovePP:5b}	{MoveID:21s,MovePP:10b}	{MoveID:448s,MovePP:30b}	Quiet	252	-	-	252	-	-
31		Nidoqueen	Black Sludge	{MoveID:433s,MovePP:20b}	{MoveID:222s,MovePP:10b}	{MoveID:60s,MovePP:20b}	{MoveID:58s,MovePP:10b}	Adamant	252	252	-	-	-	-
34		Nidoking	Muscle Band	{MoveID:58s,MovePP:10b}	{MoveID:433s,MovePP:20b}	{MoveID:309s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Adamant	-	252	-	-	-	252
346		Cradily	Big Root	{MoveID:326s,MovePP:20b}	{MoveID:21s,MovePP:10b}	{MoveID:341s,MovePP:20b}	{MoveID:276s,MovePP:10b}	Sassy	252	-	252	-	-	-
348		Armaldo	Choice Band	{MoveID:342s,MovePP:5b}	{MoveID:286s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:435s,MovePP:15b}	Adamant	252	252	-	-	-	-
409		Rampardos	Sitrus Berry	{MoveID:478s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Relaxed	-	252	-	-	252	-
411		Bastiodon	Sitrus Berry	{MoveID:414s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:486s,MovePP:10b}	{MoveID:232s,MovePP:10b}	Brave	252	252	-	-	-	-
419		Floatzel	Life Orb	{MoveID:159s,MovePP:15b}	{MoveID:471s,MovePP:20b}	{MoveID:113s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Hasty	-	252	-	-	-	252
429		Mismagius	Bright Powder	{MoveID:439s,MovePP:20b}	{MoveID:21s,MovePP:10b}	{MoveID:291s,MovePP:5b}	{MoveID:250s,MovePP:5b}	Bold	252	-	252	-	-	-
565		Carracosta	Weakness Policy	{MoveID:159s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:471s,MovePP:20b}	{MoveID:58s,MovePP:10b}	Adamant	-	252	-	-	-	252
589		Escavalier	Custap Berry	{MoveID:309s,MovePP:10b}	{MoveID:464s,MovePP:15b}	{MoveID:37s,MovePP:15b}	{MoveID:237s,MovePP:15b}	Adamant	252	252	-	-	-	-
617		Accelgor	Focus Sash	{MoveID:436s,MovePP:10b}	{MoveID:311s,MovePP:5b}	{MoveID:442s,MovePP:5b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
523		Zebstrika	Focus Sash	{MoveID:422s,MovePP:20b}	{MoveID:263s,MovePP:15b}	{MoveID:123s,MovePP:20b}	{MoveID:524s,MovePP:20b}	Jolly	-	252	-	-	-	252
426		Drifblim	Custap Berry	{MoveID:227s,MovePP:15b}	{MoveID:122s,MovePP:15b}	{MoveID:130s,MovePP:20b}	{MoveID:270s,MovePP:5b}	Bold	-	-	-	-	252	252
537		Seismitoad	Maranga Berry	{MoveID:201s,MovePP:15b}	{MoveID:433s,MovePP:20b}	{MoveID:127s,MovePP:10b}	{MoveID:268s,MovePP:10b}	Jolly	-	252	-	-	-	252
62		Poliwrath	Sitrus Berry	{MoveID:159s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:331s,MovePP:20b}	{MoveID:515s,MovePP:10b}	Adamant	252	252	-	-	-	-
78		Rapidash	Charcoal	{MoveID:211s,MovePP:15b}	{MoveID:309s,MovePP:10b}	{MoveID:12s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
89		Muk	Quick Claw	{MoveID:463s,MovePP:5b}	{MoveID:559s,MovePP:30b}	{MoveID:201s,MovePP:15b}	{MoveID:184s,MovePP:5b}	Adamant	252	252	-	-	-	-
94		Gengar	Lum Berry	{MoveID:27s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:270s,MovePP:5b}	Timid	-	-	-	252	-	252
181		Ampharos	Zoom Lens	{MoveID:124s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:381s,MovePP:15b}	{MoveID:439s,MovePP:20b}	Quiet	252	-	-	252	-	-
186		Politoed	Wide Lens	{MoveID:103s,MovePP:5b}	{MoveID:106s,MovePP:5b}	{MoveID:442s,MovePP:5b}	{MoveID:130s,MovePP:20b}	Modest	-	-	-	252	252	-
127		Pinsir	Choice Scarf	{MoveID:435s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:415s,MovePP:5b}	{MoveID:70s,MovePP:5b}	Jolly	-	252	-	-	-	252
212		Scizor	Occa Berry	{MoveID:469s,MovePP:20b}	{MoveID:203s,MovePP:20b}	{MoveID:405s,MovePP:10b}	{MoveID:446s,MovePP:30b}	Adamant	252	252	-	-	-	-
214		Heracross	Salac Berry	{MoveID:309s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:237s,MovePP:15b}	{MoveID:297s,MovePP:10b}	Jolly	-	252	-	-	-	252
217		Ursaring	Quick Claw	{MoveID:25s,MovePP:20b}	{MoveID:316s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:203s,MovePP:20b}	Adamant	252	252	-	-	-	-
229		Houndoom	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:269s,MovePP:15b}	{MoveID:24s,MovePP:10b}	{MoveID:19s,MovePP:5b}	Timid	-	-	-	252	-	252
232		Donphan	Quick Claw	{MoveID:58s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:15s,MovePP:15b}	{MoveID:126s,MovePP:5b}	Adamant	-	252	-	-	252	-
321		Wailord	Zoom Lens	{MoveID:103s,MovePP:5b}	{MoveID:106s,MovePP:5b}	{MoveID:126s,MovePP:5b}	{MoveID:57s,MovePP:5b}	Modest	252	-	-	252	-	-
344		Claydol	Custap Berry	{MoveID:58s,MovePP:10b}	{MoveID:288s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:184s,MovePP:5b}	Adamant	-	252	-	-	252	-
437		Bronzong	Lum Berry	{MoveID:22s,MovePP:25b}	{MoveID:187s,MovePP:10b}	{MoveID:288s,MovePP:15b}	{MoveID:455s,MovePP:5b}	Brave	252	252	-	-	-	-
452		Drapion	Razor Claw	{MoveID:462s,MovePP:20b}	{MoveID:434s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:35s,MovePP:20b}	Careful	252	252	-	-	-	-
405		Luxray	Air Balloon	{MoveID:449s,MovePP:15b}	{MoveID:450s,MovePP:15b}	{MoveID:20s,MovePP:30b}	{MoveID:123s,MovePP:20b}	Careful	252	-	-	-	252	-
38		Ninetales	Passho Berry	{MoveID:51s,MovePP:15b}	{MoveID:383s,MovePP:20b}	{MoveID:33s,MovePP:10b}	{MoveID:224s,MovePP:20b}	Timid	252	-	-	-	-	252
68		Machamp	Flame Orb	{MoveID:21s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:415s,MovePP:5b}	{MoveID:268s,MovePP:10b}	Adamant	-	252	-	-	252	-
213		Shuckle	Leftovers	{MoveID:16s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:267s,MovePP:10b}	{MoveID:89s,MovePP:20b}	Relaxed	252	-	252	-	-	-
407		Roserade	Black Sludge	{MoveID:16s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:4s,MovePP:10b}	{MoveID:276s,MovePP:10b}	Bold	252	-	252	-	-	-
430		Honchkrow	Life Orb	{MoveID:434s,MovePP:15b}	{MoveID:111s,MovePP:20b}	{MoveID:259s,MovePP:5b}	{MoveID:123s,MovePP:20b}	Adamant	252	252	-	-	-	-
526		Gigalith	Leftovers	{MoveID:187s,MovePP:10b}	{MoveID:285s,MovePP:20b}	{MoveID:232s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Quiet	252	-	-	-	252	-
534		Conkeldurr	Iron Ball	{MoveID:416s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:342s,MovePP:5b}	{MoveID:240s,MovePP:30b}	Brave	-	252	-	-	252	-
530		Excadrill	Life Orb	{MoveID:58s,MovePP:10b}	{MoveID:203s,MovePP:20b}	{MoveID:433s,MovePP:20b}	{MoveID:187s,MovePP:10b}	Adamant	-	170	170	-	170	-
553		Krookodile	Liechi Berry	{MoveID:58s,MovePP:10b}	{MoveID:258s,MovePP:20b}	{MoveID:499s,MovePP:20b}	{MoveID:187s,MovePP:10b}	Jolly	-	252	-	-	-	252
208		Steelix	Iron Ball	{MoveID:218s,MovePP:5b}	{MoveID:268s,MovePP:10b}	{MoveID:37s,MovePP:15b}	{MoveID:232s,MovePP:10b}	Relaxed	-	252	252	-	-	-
461		Weavile	Focus Sash	{MoveID:225s,MovePP:5b}	{MoveID:67s,MovePP:15b}	{MoveID:434s,MovePP:15b}	{MoveID:324s,MovePP:10b}	Jolly	-	252	-	-	-	252
472		Gliscor	Focus Sash	{MoveID:58s,MovePP:10b}	{MoveID:251s,MovePP:15b}	{MoveID:254s,MovePP:20b}	{MoveID:114s,MovePP:20b}	Jolly	252	-	-	-	-	252
571		Zoroark	Focus Band	{MoveID:21s,MovePP:10b}	{MoveID:114s,MovePP:20b}	{MoveID:269s,MovePP:15b}	{MoveID:442s,MovePP:5b}	Timid	-	-	-	252	-	252
630		Mandibuzz	Leftovers	{MoveID:38s,MovePP:10b}	{MoveID:37s,MovePP:15b}	{MoveID:426s,MovePP:5b}	{MoveID:405s,MovePP:10b}	Careful	170	-	170	-	170	-
628		Braviary	Wacan Berry	{MoveID:443s,MovePP:15b}	{MoveID:412s,MovePP:15b}	{MoveID:342s,MovePP:5b}	{MoveID:59s,MovePP:5b}	Adamant	-	252	-	-	-	252
73		Tentacruel	Black Sludge	{MoveID:104s,MovePP:15b}	{MoveID:16s,MovePP:10b}	{MoveID:17s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Bold	252	-	252	-	-	-
142		Aerodactyl	Choice Band	{MoveID:286s,MovePP:5b}	{MoveID:203s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	Jolly	-	252	-	-	-	252
233		Porygon2	Lum Berry	{MoveID:191s,MovePP:10b}	{MoveID:123s,MovePP:20b}	{MoveID:227s,MovePP:15b}	{MoveID:105s,MovePP:10b}	Modest	252	-	-	252	-	-
